id,name,text,trans
0-chapter_name,,強く賢き者,
0-synopsis,,一行は、騎士と傭兵に四方から押し寄せられ、危機に陥ってしまう。騎士と傭兵はルリアとビィまでをも標的にしようとしていた。それを見たバザラガは、大鎌グロウノスをかつてなく強大な力で振るい、風圧で周囲のすべてを吹き飛ばすが、その直後体に異変が起こる。救った子供までもが恐怖に泣き続ける中、バザラガは苦悶しながら、その場を立ち去るのだった。,	
1, 兵士１/,つ、強すぎる……！, 太强了……！
2, 傭兵１/,あんな怪物相手に\nどうすりゃいいんだよ！？, 要对付那种怪物\n该怎么办啊！？
3,,バザラガの気迫と強さに、\n騎士団も雇われた傭兵達も\nじりじりと尻込みする。, 巴萨拉卡的气势和强大，\n骑士团和被雇佣的傭兵们\n开始退缩。
4, 傭兵２/,くそっ！\nなんでこんな奴が……, 可恶！\n这家伙为什么……
5, 兵士３/,ひ……ひるんでいる場合じゃない！\n一気にたたみかけるんだ！, 不……现在不是犹豫的时候！\n一鼓作气冲过去！
6, 兵士２/,お、おおっ！, 喔、喔哦！
10, ルリア/,きゃあっ！？, 呀啊！？
12, 子供/,お姉ちゃんっ！, 姐姐！
13,,子供を腕に抱きしめたルリアが\n押し寄せてくる兵士に突き飛ばされる。, 抱着孩子的ルリア\n被冲向他们的士兵推开。
14, ビィ/,あぶねぇっ！\nっ！！, 好险！
16,,すぐさま、が\n駆け寄ってルリアの腕を引く。, 立刻冲过来，\n抓住了露莉亚的手臂。
17, ルリア/,……\nありがとうございます！, ……谢谢你！
18, ビィ/,オイラもすぐに……, 我也会马上……
19, 傭兵１/,騎士団どもに遅れをとるな！, 别让骑士团的家伙们赶上我们！
20, 傭兵２/,いくぞぉ！, 准备好了！
24, ビィ/,うひゃあっ！？, 呜啊！？
27, ルリア/,ビィさんっ！？, 碧桑！？
28, バザラガ/,くっ……！, 咕……！
29,,四方から押し寄せる兵達に陣形を\n崩され、達一行は、\n一気に危機に陥ってしまう。, 周围被向四处涌来的士兵们打乱了队形，\n达一行人立刻陷入了危机中。
30, ビィ/,ルリアー！\nー！！\nどこだぁー！？, 露莉亚！\n你在哪！？
31, ルリア/,、どうしましょう！？\nビィさんが！！, ……该怎么办！？\n比伊先生呢！？
32, 傭兵１/,このトカゲ、\nあの鎧の化物達の仲間だな！？, 这家伙，\n是那些铠甲怪物的同伴吗！？
33, ビィ/,うわあっ！？, 呜啊！？
34, 兵士１/,蒼い髪の少女……\nお前達が邪魔をしたせいで！！, 蓝发少女……\n因为你们的阻挠！！
35, ルリア/,きゃっ！！, 呀啊！！
36, バザラガ/,大鎌グロウノスっ！, 大镰刀古洛诺斯！
37, バザラガ/,……我が血を啜り、\nその魂を刃となせ！！, ……吸吮我的血，\n让那灵魂成为刀锋！！
42, バザラガ/,ぐぉぉおおおおっ！！, 咕哦哦哦！！
46, バザラガ/,くあぁぁああっ！！, 哇啊啊啊！！
47, 傭兵１/,ぎゃああっ！, 啊啊啊！
49, 兵士１/,うわああっ！, 呜啊啊！
51, ビィ/,な、なんだぁ！？, 怎、怎么回事！？
52,,バザラガがこれまでにない力で大鎌を\n振り回し、その風圧によって\n周囲の全てが吹き飛ばされる。, 巴萨拉卡以前所未有的力量挥舞着大镰刀，\n其风压将周围一切吹散。
53, ルリア/,バザラガさん……なんて力……！, 巴萨拉卡先生……这是什么力量……！
54,,ルリアは子供を抱え、必死に\n瓦礫の間に身を隠す。, 露莉亚抱着孩子，\n拼命地藏身在瓦砾间。
55,,もその二人を\n守るように覆いかぶさった。, 也像保护着他们两人一样遮护着他们。
61,,そしてやがて風がおさまり――, 过了一会儿，风渐渐平息——
62, バザラガ/,ぐ……ぅう……, 咕……呜……
63, ルリア/,う……あれ……？\nバザラガさん……？, 呃……那个……？\n巴萨拉卡先生……？
64, バザラガ/,は……っ、ぐあ……っ！, 呃……啊……
65, ルリア/,様子が変です……\nバザラガさん！！, 情况有些奇怪……\n巴萨拉卡先生！！
66, 子供/,わあぁぁっ！？, 呜啊啊啊！？
68, ルリア/,わわっ！？, 哇哇啊！？
69,,慌ててバザラガに駆け寄ろうとした\nルリアに、子供がしがみつく。, 慌张地想要冲向巴萨拉卡的\n露莉亚被孩子抱住了。
71, 子供/,うっ……\nうわぁあああん！\nわあああああっ！！, 呜……\n哇啊啊啊啊！！
72, ルリア/,ど、どうしたんですか！？\n大丈夫ですよー\n泣かないでくださーい！, 怎、怎么了！？\n没事的啦～\n别哭～
73, 子供/,うえぇぇぇええん！！, 呜啊啊啊啊啊！！
74,,呆然とした様子で静まり返っていた\nその場に、火のついたような\n子供の泣き声が響き渡る。, 那个场景静悄悄的，\n但突然，像是点燃了火一般，\n孩子的哭声响彻了整个场所。
75, バザラガ/,ぐ……ぅ……, 咕……呜……
77, ルリア/,あ、バザラガさん！\nどこへ行くんですか！？, 啊、巴萨拉卡先生！\n你要去哪！？
78, バザラガ/,…………, …………
79,,必死に呼ぶルリアの声に\n応答はない。, 露莉亚拼命地呼唤，\n但没有回应。
80, ルリア/,だめです……バザラガさん！\n待って……待って下さいっ！！, 不行……\n巴萨拉卡先生！\n等等……等等！！
81,,バザラガは、大きな身体を\n苦しそうにひきずりながら\nその場から立ち去ってしまった。,巴扎拉加一边拖着庞大的身躯，\n一边痛苦地离开了那个地方
info,,,scene_ult_chr105_ep1_q3_s20
译者,,,祁琳w
