id,name,text,trans
0-chapter_name,,強く賢き者,
0-synopsis,,荷運びの依頼を受けた姬塔一行。バザラガは一行と別れよろず屋を訪ねる。バザラガが「いつものように頼む」とシェロカルテに何かの包みを手渡したその時、荷運びで隣街に向かっていた姬塔達が、街が閉鎖されていたために引き返して来る。シェロカルテによれば、街の閉鎖は騎士団と市民の衝突が原因だという。姬塔とバザラガが隣街へ向かうと、郊外では傭兵が魔物を呼び出したせいで騒乱が起きていた。,姬塔一行接受了搬运的委托。与此同时，巴萨拉卡离开了一行，去拜访杂货店。就在巴萨拉卡向榭洛科特交付了一份包裹时，正在向邻近城镇前往的姬塔一行因为城市封锁而被迫返回。根据榭洛科特的说法，城市封锁是由骑士团和市民之间的冲突引起的。当姬塔和巴萨拉卡前往邻近城镇时，在郊区，傭兵因为召唤了魔物而引发了骚乱。
1,ビィ/碧,そっちに行ったぞ！\nツノ鎧！,那边！\n铁铠甲！
2,魔物,グォォォォォ！,呼啊啊啊啊!
3,バザラガ/巴萨拉卡,任せておけ。,就交给我吧。
13,魔物,グルルルル……,咕噜噜……
16,ルリア/露莉亚,ああっ！\nバザラガさん、後ろにも！,啊！\n巴萨拉卡先生，后面也有！
19,バザラガ/巴萨拉卡,ふん……っ！,呼……！
25,魔物,グルルルル……,咕噜噜……
28,バザラガ/巴萨拉卡,……これで終わりだな。,……就这样结束吧。
29,ビィ/碧,ふぃ～……\n相変わらずツノ鎧は強いなぁ！,嘿～\n铁铠甲还是一如既往的厉害啊！
30,ルリア/露莉亚,はい！\n沢山の魔物を一気にずばーって！,是的！\n一口气解决了好多魔物！
31,バザラガ/巴萨拉卡,相手はただの魔物だ。\nこれくらい、大したことではない。,对手只是普通的魔物。\n这种程度，没什么大不了的。
32,ビィ/碧,えっと、その大鎌……\nなんて名前だっけ？,那个大镰刀……\n叫什么名字来着？
33,バザラガ/巴萨拉卡,大鎌グロウノスだ。,大镰刀叫做格洛诺斯。
34,ビィ/碧,そうそう！\nそんなでっかいのを振り回せるのは、\nツノ鎧くらいだぜ。,对对对！\n这么大的武器，只有铁铠甲能挥舞了吧。
35,ルリア/露莉亚,そうですね！\nでも後ろから狙われてましたし、\n怪我とかしてませんか？,是的！\n但是刚才被从背后瞄准了，\n没受伤吧？
36,バザラガ/巴萨拉卡,問題はない。\n俺の身体は……,没问题。\n我的身体……
37,ビィ/碧,特別製、だもんな！,毕竟是特制品嘛！
38,バザラガ/巴萨拉卡,…………そうだ。,…………没错
39,ビィ/碧,とにかく、これで魔物退治の\n依頼は完了だな。\n街に戻って報告しようぜ！,总之，魔物消灭任务\n已经完成了。\n回城报告吧！
45,,街に戻り、依頼完了の報告を\n済ませた一行だったが――,一行人返回城市，完成了任务——
46,ルリア/露莉亚,次はこの荷物を、隣の街に\n届けるんですね。,接下来是把这些货物，送到\n隔壁的城镇对吧。
47,ビィ/碧,今日は依頼が多いな。\nでもそんなに遠くないみてぇだし\nさっさと済ませちまおうぜ！,今天的任务好多啊。\n但似乎不太远，\n快点解决了吧！
48,バザラガ/巴萨拉卡,隣街か……,隔壁的城镇吗……
50,ルリア/露莉亚,あれ？　バザラガさん\nどこ行くんですか？,哎呀？\n巴萨拉卡先生，你要去哪儿？
51,ビィ/碧,隣街に行くなら\nそっちじゃねぇぞ？,要去隔壁的城镇吗？\n不是那边吗？
52,バザラガ/巴萨拉卡,依頼は届け物だけだ。\nお前達だけでも危険はないだろう。,委托只是送货。\n你们去也没什么危险吧。
53,ビィ/碧,ツノ鎧は行かねぇってことか？,难道铁铠甲不去?
54,バザラガ/巴萨拉卡,俺はこの街で待っている。\n気を付けて行ってこい。,我留在这个城镇。\n你们小心前往吧。
56,ビィ/碧,行っちまった……\nツノ鎧の奴、時々ああやって\n単独行動するよな。,他走了……\nツノ鎧经常这样，\n独自行动。
57,ルリア/露莉亚,組織、とかのお仕事もあるでしょうから\n仕方ないですよ。,毕竟有组织的任务\n也是有的吧。
58,ルリア/露莉亚,とにかく、私達だけで、\nしっかり依頼をこなしましょう！,总之，我们只剩下自己，\n好好完成任务吧！
64,,姬塔達と別れてひとりに\nなったバザラガは、街の片隅の\nよろず屋を訪れる。,与姬塔一行分开，\n孤身前往杂货店的巴萨拉卡。
65,シェロカルテ/榭洛科特,あれ～？\nバザラガさんじゃないですか～\nいらっしゃいませ～！,哦～？\n巴萨拉卡先生呀～\n欢迎光临哦～！
66,バザラガ/巴萨拉卡,いたか、よろず屋。\n会えて良かった。,是你啊，杂货店。\n好久不见了。
