id,name,text,trans
0-chapter_name,,強く賢き者,
0-synopsis,,街中に現れた魔物達は幼い少年とルリアにも牙を剥き、襲い掛かる。バザラガは少年とルリアを守るため、大鎌グロウノスを振るう。その力を脅威だと感じた兵士と傭兵の両陣営は、いずれも先ずはバザラガを仕留めようと立ち向かってくる。バザラガは穏便には行かなくなったことに嘆息しつつ、大鎌を構えるのだった。,街中出现的魔物们向幼小的少年和露莉亚张开了獠牙，发动了攻击。为了保护少年和露莉亚，巴萨拉卡挥舞着巨镰“格罗诺斯”。感受到其力量的威胁，士兵和雇佣兵两方纷纷决定首先对付巴萨拉卡。巴萨拉卡心中叹息着，意识到情况已经不再温和，于是举起了巨镰。
1,ビィ/碧,姬塔っ！\n右からくるぞ！,姬塔！右边来袭！
4,魔物,グォォォォォ！,呼呼呼呼！
5,バザラガ/巴萨拉卡,はぁああっ！！,哈啊啊！！
15,魔物,グルルルル……,呜噜噜噜……
18,魔物,グォォォォォ！,呼呼呼呼！
19,ルリア/露莉亚,きゃあっ！\n今度は後ろです！, 呀啊！这次是后面！
22,バザラガ/巴萨拉卡,っ……でやぁっ！,咦……来吧！
28,魔物,グルルルル……,呜噜噜噜……
31,バザラガ/巴萨拉卡,……数が多いな。,……数量真多啊。
32,ビィ/碧,キリがねぇぜ！！,根本停不下来啊！！
33,ルリア/露莉亚,何かいい方法は……,有没有什么好办法……
34,ルリア/露莉亚,あっ！,啊！
39,子供/孩子,っ……うぅ……,咿……呜……
40,ルリア/露莉亚,大変です！\nあんなところに\n小さな男の子がいます！,糟糕了！那边……有个小男孩！
42,ビィ/碧,あ、おいルリア！\n危ねぇぞ！！, 啊，露莉亚！危险啊！
45,魔物,グォォオオオーー！！,呼呼呼呼！！
46,子供/孩子,うわああっ！？,呜啊啊！？
47,ルリア/露莉亚,きゃ……っ！？,呀……！？
48,,子供に駆け寄ってかばうように\n抱きしめたルリアの背後に\n魔物の爪が迫る。,一把抱住孩子的露莉亚，背后的魔物的爪子逐渐逼近。
49,バザラガ/巴萨拉卡,はぁああっ！！,哈啊啊！！
56,魔物,グルルルル……,呜噜噜噜……
59,ルリア/露莉亚,バザラガさん！,巴萨拉卡先生！
60,バザラガ/巴萨拉卡,ルリア、その子供を頼む。,露莉亚，拜托你照顾那个孩子。
61,ルリア/露莉亚,はいっ！,好的！
62,バザラガ/巴萨拉卡,……来い。\nお前達の相手は俺だ。,……来吧。你们的对手是我。
64,バザラガ/巴萨拉卡,うおぉぉおおっ！！,呜哇哇啊啊！！
69,傭兵１/佣兵１,うわあっ！？,呜啊！？
70,傭兵２/佣兵２,強すぎる……\nあいつらは一体なんなんだ！？,太强了……他们到底是什么人！？
71,傭兵１/佣兵１,特にあの鎧の大男がやべぇぞ！\nあいつをなんとかしねぇと！,尤其是那个穿铠甲的大个子！得想办法解决他！
72,兵士１/士兵１,あいつら……\nやっぱり邪魔するつもりか！？,他们……果然是来捣乱的吗！？
73,兵士２/士兵２,鎧の怪物め……！\nあいつを仕留めろ！！,那个穿铠甲的怪物……！干掉他！！
76,バザラガ/巴萨拉卡,…………, ……
77,ビィ/碧,な、なんだなんだ！？\n騎士団の奴らも傭兵達も、\n両方こっちに向かってくるぞ！？,怎、怎么回事！？骑士团的家伙们和傭兵们，两边都朝我们这边过来了！？
78,バザラガ/巴萨拉卡,もう、穏便にとはいかないようだ。\n気をつけろ、姬塔。,看来已经没那么平和了。小心点，姬塔。
info,,,scene_ult_chr105_ep1_q3_s10
译者,,,祁琳w
