id,name,text,trans
0-chapter_name,,優しく悲しき者,
0-synopsis,,騎士や傭兵との戦いの最中、バザラガは目を覚ますも、再び大鎌を振るい始める。ルリアは、悪者扱いされ続けてきたバザラガの心の痛みを思い嘆く。バザラガは再び自分の大鎌の力で仲間を傷つけることを恐れ、遠ざけようとしていたことを明かす。そこへ街で救った子供が現れ、自分はバザラガを恐れておらず、感謝していたと告げる。その時戦場に異変が起こる。領主が星晶獣を使い、攻撃を仕掛けてきたのだ。,在与骑士和傭兵的战斗中，巴萨拉卡苏醒过来，再次挥舞着他的大镰刀。露莉亚想起了一直被当作坏人对待的巴萨拉卡心中的痛苦。巴萨拉卡害怕再次因为自己的大镰刀伤害到朋友们，于是试图远离他们。就在那时，他们在城里救下的孩子出现了，告诉他们并不害怕巴萨拉卡，感谢他们。就在那时，战场上发生了异常。领主利用星晶兽发动了进攻。
0, ,グランサイファーを襲いに来た人々は\nゼタ達の手によって、\n次々と蹴散らされていく。,前来袭击格兰赛弗的人们\n一个接一个地被泽塔等人\n打退了。
1,ルリア/露莉亚,わぁ！\n流石、強いですね！, 哇！\n果然，好强啊！
2,ビィ/碧,ああ！\nでも数も多いし、\nオイラ達も加勢しようぜ！, 哦！\n但是数量也很多，\n我们也来帮忙吧！
3,ルリア/露莉亚,そうですね。\n姬塔、行きましょ――, 是的。\n碧，我们去――
4,？？？,待て。, 等等。
5,ルリア/露莉亚,あ！, 啊！
6,バザラガ/巴萨拉卡,…………, …………
7,ルリア/露莉亚,バザラガさん！\n目が覚めたんですね！, 巴萨拉卡先生！\n您醒过来了吗！
8,ビィ/碧,良かったぜ！\nでも、今は隠れてた方がいいぞ！, 太好了！\n但是，现在最好藏起来！
9,バザラガ/巴萨拉卡,…………, …………
11,ビィ/碧,あ、おいツノ鎧！\n出て行ったら危ねぇって！！, 哎，喂，铁盔甲！\n如果出去可不安全啊！！
15,,姿を現したバザラガは、\nそのまま兵士達の前へと\n進み出る。, 现身的巴萨拉卡，\n径直走向士兵们面前。
16,兵士１/士兵１,いたぞ！\n鎧の怪物だ！, 看到了！\n是铠甲怪物！
17,傭兵１/佣兵１,やっとお出ましか！, 终于出现了！
